"respondent_id","age_group","gender","education","region","completion_time_sec","attention_check","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","flag_duplicate_id","flag_fast_response","item_missing_rate","flag_high_missingness","unique_likert_values","flag_straight_lining","flag_attention_check_failed","quality_flag_count","exclude_from_analysis"
"R00328","18-29","Male","Some college","West",633,"Correct",3,3,4,4,2,5,1,5,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00329","30-44","Female","Some college","Midwest",47,"Correct",4,5,NA,4,3,5,3,4,3,5,FALSE,TRUE,0.1,FALSE,3,FALSE,FALSE,1,FALSE
"R00330","45-64","Female","Graduate","Midwest",362,"Correct",4,NA,3,NA,5,3,4,3,3,2,FALSE,FALSE,0.2,FALSE,4,FALSE,FALSE,0,FALSE
"R00331","18-29","Female","Bachelor's","West",422,"Correct",5,1,3,2,NA,4,4,5,2,4,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00332","45-64","Male","High school or less","South",377,"Correct",3,4,1,3,4,5,5,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00333","45-64","Female","Graduate","South",694,"Correct",2,4,2,3,4,3,4,3,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00334","45-64","Male","Graduate","West",734,"Correct",3,4,1,4,4,4,1,2,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00335","30-44","Female","Bachelor's","West",1255,"Correct",4,2,5,3,5,3,NA,3,4,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00336","45-64","Female","Some college","South",360,"Correct",3,1,1,2,4,3,2,4,3,NA,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00337","30-44","Male","Some college","Northeast",1101,"Correct",4,4,4,4,3,3,4,4,5,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00338","18-29","Male","Bachelor's","South",473,"Correct",4,4,3,4,5,3,3,2,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00339","18-29","Female","Graduate","Northeast",144,"Correct",4,4,3,4,4,4,3,2,2,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00340","18-29","Female","Some college","Northeast",194,"Correct",3,4,3,5,3,NA,4,5,2,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00341","30-44","Male","High school or less","South",223,"Incorrect",3,4,4,4,4,2,4,3,4,4,FALSE,FALSE,0,FALSE,3,FALSE,TRUE,1,FALSE
"R00342","18-29","Male","Bachelor's","Northeast",227,"Incorrect",5,3,NA,5,5,3,4,1,3,3,FALSE,FALSE,0.1,FALSE,4,FALSE,TRUE,1,FALSE
"R00343","30-44","Female","Bachelor's","Midwest",485,"Correct",5,3,4,3,5,4,4,5,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00344","30-44","Female","Some college","West",1058,"Correct",5,4,2,4,2,NA,4,5,3,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00345","45-64","Female","High school or less","Northeast",497,"Correct",4,4,2,4,5,2,4,3,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00346","30-44","Female","Bachelor's","South",352,"Correct",3,5,3,4,5,3,4,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00347","30-44","Male","High school or less","South",284,"Correct",4,2,3,5,4,4,3,1,2,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00348","30-44","Female","High school or less","Northeast",946,"Correct",3,3,3,3,3,5,5,3,3,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00349","18-29","Male","Some college","West",315,"Correct",4,2,3,3,5,4,3,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00350","30-44","Female","Bachelor's","West",666,"Correct",2,4,4,5,2,2,5,2,5,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00351","18-29","Male","Bachelor's","Midwest",219,"Correct",5,NA,4,NA,5,3,3,3,1,5,FALSE,FALSE,0.2,FALSE,4,FALSE,FALSE,0,FALSE
"R00352","65+","Female","Graduate","South",316,"Correct",3,4,2,5,3,3,4,5,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00353","30-44","Female","Bachelor's","South",193,"Correct",2,3,5,5,3,5,2,5,2,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00354","30-44","Male","High school or less","Northeast",311,"Incorrect",NA,2,4,3,4,5,4,4,3,4,FALSE,FALSE,0.1,FALSE,4,FALSE,TRUE,1,FALSE
"R00355","18-29","Male","Bachelor's","Midwest",806,"Correct",4,4,4,4,3,5,4,4,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00356","45-64","Female","Bachelor's","Northeast",353,"Correct",4,4,4,3,2,4,4,4,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00357","65+","Male","Graduate","Midwest",613,"Correct",2,4,NA,5,4,5,5,3,3,2,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00358","30-44","Female","Bachelor's","West",164,"Correct",5,3,4,5,5,4,4,4,5,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00359","18-29","Female","High school or less","South",358,"Correct",4,1,NA,4,3,NA,3,2,4,3,FALSE,FALSE,0.2,FALSE,4,FALSE,FALSE,0,FALSE
"R00360","45-64","Male","Bachelor's","South",416,"Correct",4,3,2,4,3,4,3,2,4,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00361","30-44","Female","Some college","South",297,"Correct",NA,5,5,3,4,4,2,4,2,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00362","30-44","Other","Some college","South",583,"Correct",4,1,4,1,3,4,3,5,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00363","45-64","Female","Bachelor's","West",236,"Correct",2,3,3,4,2,3,4,4,2,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00364","30-44","Female","Some college","Midwest",515,"Correct",2,4,3,3,5,2,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00365","18-29","Female","Bachelor's","Northeast",494,"Correct",2,4,3,3,5,1,5,1,1,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00366","30-44","Male","Some college","South",624,"Correct",3,2,3,5,3,1,4,4,5,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00367","45-64","Female","High school or less","South",776,"Correct",3,4,1,5,4,4,3,2,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00368","65+","Other","Some college","South",728,"Correct",2,2,4,2,4,3,4,5,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00369","18-29","Female","Bachelor's","South",839,"Correct",4,4,3,3,3,3,1,3,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00370","45-64","Female","Bachelor's","South",504,"Correct",4,4,4,2,5,1,3,4,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00371","45-64","Female","Some college","South",233,"Correct",3,5,4,4,5,4,5,4,2,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00372","18-29","Male","High school or less","Northeast",743,"Incorrect",3,1,3,4,4,4,4,2,4,1,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00373","65+","Female","Bachelor's","Midwest",1099,"Correct",4,5,3,3,3,5,3,3,5,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00374","18-29","Female","Graduate","West",538,"Correct",1,3,2,2,4,1,3,3,3,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00375","45-64","Male","Graduate","Midwest",297,"Correct",3,1,4,2,3,5,2,5,3,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00376","30-44","Male","High school or less","South",496,"Correct",4,4,2,5,2,4,2,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00377","18-29","Female","Graduate","South",326,"Correct",2,3,3,5,4,3,1,3,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00378","30-44","Female","Bachelor's","Northeast",475,"Correct",4,4,5,4,NA,4,3,3,3,4,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00379","30-44","Female","Some college","Midwest",490,"Correct",3,5,4,3,4,2,2,4,1,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00380","30-44","Female","Graduate","Midwest",142,"Correct",3,NA,5,3,4,3,3,4,5,3,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00381","45-64","Male","Bachelor's","Midwest",1090,"Incorrect",3,4,3,1,5,3,2,4,4,4,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE
"R00382","45-64","Female","Bachelor's","Midwest",608,"Correct",3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00383","30-44","Female","Some college","West",601,"Correct",4,3,2,2,5,4,4,3,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00384","18-29","Female","High school or less","West",327,"Correct",5,4,3,4,4,2,1,5,3,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00385","65+","Male","Bachelor's","Midwest",268,"Correct",4,5,NA,5,4,4,3,1,3,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00386","18-29","Male","Some college","West",787,"Correct",4,2,3,4,3,3,5,4,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00387","18-29","Female","Bachelor's","South",191,"Correct",1,2,5,4,3,3,4,2,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00388","30-44","Female","Bachelor's","West",820,"Correct",4,3,NA,4,2,2,5,3,4,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00389","30-44","Female","High school or less","Northeast",149,"Correct",4,1,3,4,4,4,3,1,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00390","18-29","Male","High school or less","Midwest",556,"Correct",4,4,4,NA,4,4,3,NA,4,4,FALSE,FALSE,0.2,FALSE,2,FALSE,FALSE,0,FALSE
"R00391","65+","Female","High school or less","Northeast",81,"Correct",5,3,1,1,5,2,2,5,1,2,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00392","45-64","Male","Graduate","Midwest",261,"Correct",1,NA,3,4,4,4,4,1,3,4,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00393","30-44","Female","High school or less","Midwest",267,"Correct",4,4,2,4,4,2,3,4,2,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00394","30-44","Female","High school or less","South",484,"Correct",5,4,4,3,2,4,4,5,2,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00395","30-44","Female","Some college","Northeast",902,"Correct",4,4,5,5,2,3,4,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00396","18-29","Male","High school or less","South",490,"Correct",4,4,4,5,5,2,4,2,1,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00397","30-44","Female","Bachelor's","Northeast",814,"Correct",3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00398","45-64","Female","Some college","South",562,"Correct",2,2,NA,4,3,5,4,4,4,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00399","18-29","Female","Graduate","South",111,"Correct",4,5,1,4,2,1,5,3,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00400","30-44","Female","High school or less","West",481,"Incorrect",2,5,4,4,4,2,4,5,4,3,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00401","30-44","Male","Graduate","West",294,"Correct",1,3,2,2,4,2,5,5,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00402","18-29","Female","Some college","West",789,"Correct",3,3,5,4,2,3,3,3,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00403","18-29","Male","Graduate","South",214,"Correct",4,2,3,4,4,4,3,3,3,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00404","30-44","Male","Graduate","West",282,"Correct",3,4,4,1,5,4,3,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00405","18-29","Female","Bachelor's","Midwest",392,"Correct",4,3,3,4,1,1,1,5,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00406","30-44","Male","High school or less","South",731,"Correct",5,NA,5,4,4,NA,NA,3,4,4,FALSE,FALSE,0.3,TRUE,3,FALSE,FALSE,1,FALSE
"R00407","30-44","Female","Bachelor's","West",373,"Correct",5,1,4,3,3,3,3,4,2,NA,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00408","18-29","Female","Some college","Northeast",769,"Correct",3,1,2,3,2,4,3,2,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00409","18-29","Male","Bachelor's","Northeast",657,"Correct",3,4,3,3,4,5,2,2,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00410","45-64","Male","Bachelor's","Northeast",616,"Correct",3,3,4,3,3,3,2,4,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00411","65+","Male","Graduate","South",115,"Incorrect",4,3,2,4,4,1,4,2,1,4,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00412","18-29","Male","Some college","South",381,"Correct",4,4,4,3,4,5,1,4,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00413","30-44","Female","Bachelor's","Midwest",448,"Correct",4,5,NA,4,4,4,5,2,4,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00414","18-29","Female","Some college","Northeast",817,"Correct",3,3,5,3,4,4,2,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00415","30-44","Male","Graduate","Northeast",474,"Correct",4,5,3,5,3,2,2,3,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00416","30-44","Female","Graduate","West",530,"Correct",4,3,3,3,4,4,3,2,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00417","18-29","Male","Bachelor's","Midwest",667,"Correct",2,1,5,5,5,5,3,3,2,NA,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00418","30-44","Male","Graduate","South",544,"Correct",3,2,1,5,4,4,4,5,5,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00419","65+","Female","Graduate","South",259,"Correct",3,3,2,5,4,NA,1,4,4,5,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00420","18-29","Male","Some college","Midwest",174,"Correct",4,4,4,5,2,3,4,2,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00421","30-44","Female","Some college","Northeast",283,"Correct",1,5,NA,2,5,3,4,5,3,2,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00422","30-44","Female","Some college","South",164,"Correct",5,5,5,3,3,4,4,1,3,NA,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00423","45-64","Female","Some college","West",193,"Correct",5,2,5,4,5,2,4,3,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00424","18-29","Female","High school or less","Midwest",460,"Incorrect",4,2,NA,5,4,4,4,2,4,3,FALSE,FALSE,0.1,FALSE,4,FALSE,TRUE,1,FALSE
"R00425","30-44","Female","High school or less","Northeast",449,"Correct",5,4,4,3,3,4,5,3,2,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00426","30-44","Male","High school or less","South",245,"Correct",2,4,3,3,5,5,3,1,1,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00427","18-29","Female","Some college","Midwest",512,"Correct",2,4,3,1,3,4,4,NA,2,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00428","18-29","Female","Graduate","South",292,"Correct",4,4,4,3,4,5,2,4,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00429","18-29","Female","Some college","Northeast",688,"Correct",4,4,5,4,2,3,4,4,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00430","45-64","Male","Graduate","Northeast",244,"Correct",4,4,5,4,4,3,4,5,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00431","45-64","Male","Some college","Midwest",569,"Correct",5,5,4,4,2,3,3,2,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00432","30-44","Female","Bachelor's","Midwest",260,"Incorrect",4,3,1,4,3,4,4,1,5,4,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00433","45-64","Male","Graduate","Midwest",378,"Correct",2,4,4,2,4,2,5,4,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00434","30-44","Female","Graduate","South",185,"Correct",2,4,3,3,3,2,2,5,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00435","45-64","Female","High school or less","Midwest",270,"Correct",3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00436","18-29","Male","Some college","South",1072,"Correct",4,4,4,5,4,4,2,4,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00437","45-64","Female","Bachelor's","Northeast",326,"Correct",1,4,5,3,3,5,2,2,4,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00438","18-29","Male","Some college","West",250,"Correct",3,4,2,3,NA,4,3,2,4,4,FALSE,FALSE,0.1,FALSE,3,FALSE,FALSE,0,FALSE
"R00439","65+","Female","Some college","West",365,"Correct",5,5,4,NA,2,4,5,2,2,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00440","30-44","Male","Bachelor's","West",847,"Correct",2,4,4,2,4,4,5,5,4,5,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00441","18-29","Female","Bachelor's","South",586,"Correct",3,3,3,3,2,3,1,2,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00442","30-44","Female","Bachelor's","Midwest",399,"Correct",4,4,3,2,1,2,4,5,1,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00443","30-44","Female","High school or less","South",1438,"Correct",5,4,4,3,4,2,3,4,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00444","30-44","Female","Bachelor's","West",447,"Correct",3,3,1,4,5,4,5,3,2,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00445","30-44","Female","Graduate","West",642,"Correct",3,2,4,5,2,4,3,1,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00446","18-29","Male","Bachelor's","Northeast",232,"Correct",2,2,3,3,4,4,3,4,3,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00447","30-44","Female","High school or less","South",728,"Correct",1,3,4,4,5,4,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00448","18-29","Female","Some college","Midwest",439,"Correct",1,5,2,2,1,3,3,3,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00449","18-29","Female","Bachelor's","South",425,"Correct",4,3,4,5,3,5,3,4,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00450","30-44","Female","Bachelor's","Midwest",28,"Correct",3,4,1,3,4,1,4,3,4,5,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00451","45-64","Male","Some college","South",536,"Correct",5,4,4,3,3,4,2,5,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00452","18-29","Female","Bachelor's","West",784,"Correct",5,3,2,3,4,3,3,4,3,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00453","30-44","Female","High school or less","West",540,"Correct",4,1,3,2,4,4,3,5,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00454","45-64","Male","Graduate","Northeast",298,"Correct",3,NA,4,4,4,3,3,4,4,4,FALSE,FALSE,0.1,FALSE,2,FALSE,FALSE,0,FALSE
"R00455","30-44","Male","Graduate","South",197,"Correct",4,3,4,1,4,5,4,2,4,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00456","18-29","Female","Bachelor's","Midwest",498,"Correct",1,2,3,4,3,4,5,2,4,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00457","18-29","Female","Graduate","Midwest",296,"Correct",4,5,2,3,4,4,5,5,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00458","45-64","Female","High school or less","West",507,"Correct",4,1,4,3,2,4,4,4,2,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00459","45-64","Male","High school or less","Midwest",49,"Correct",2,3,4,4,1,4,5,3,2,2,FALSE,TRUE,0,FALSE,5,FALSE,FALSE,1,FALSE
"R00460","45-64","Female","Bachelor's","Northeast",237,"Correct",NA,3,4,1,4,2,4,4,5,3,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00461","18-29","Male","Some college","Midwest",354,"Correct",2,4,3,2,5,4,3,3,NA,1,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE
"R00462","45-64","Female","Bachelor's","West",258,"Correct",4,4,3,3,5,4,2,3,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00463","18-29","Female","Some college","South",1241,"Correct",3,4,4,3,5,4,4,4,2,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00464","30-44","Male","Some college","Northeast",731,"Correct",4,4,4,2,3,5,2,4,2,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00465","18-29","Female","Some college","South",379,"Correct",5,2,2,4,3,5,3,2,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00466","18-29","Female","Bachelor's","Midwest",907,"Correct",3,2,3,4,4,3,2,3,2,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00467","18-29","Female","Bachelor's","Northeast",654,"Correct",4,3,5,4,4,3,4,4,5,3,TRUE,FALSE,0,FALSE,3,FALSE,FALSE,1,FALSE
"R00468","30-44","Female","Graduate","Midwest",395,"Correct",1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00469","30-44","Female","Bachelor's","West",362,"Correct",3,4,3,3,5,3,4,4,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00470","18-29","Male","Bachelor's","Midwest",270,"Incorrect",4,4,3,3,3,4,3,5,1,4,FALSE,FALSE,0,FALSE,4,FALSE,TRUE,1,FALSE
"R00471","45-64","Male","Bachelor's","Midwest",546,"Correct",3,3,4,3,4,4,3,2,3,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE
"R00472","18-29","Male","Bachelor's","West",366,"Correct",1,3,4,4,4,2,3,2,3,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00473","30-44","Female","High school or less","Midwest",496,"Correct",4,3,1,4,4,5,NA,4,5,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00474","30-44","Female","Bachelor's","South",30,"Correct",2,5,2,3,3,3,3,3,2,3,FALSE,TRUE,0,FALSE,3,FALSE,FALSE,1,FALSE
"R00475","45-64","Female","High school or less","Midwest",799,"Correct",3,4,4,1,3,2,5,4,3,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00476","45-64","Female","Bachelor's","South",478,"Correct",NA,2,5,5,4,4,3,3,5,3,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00477","18-29","Female","Bachelor's","Northeast",431,"Correct",4,2,5,4,4,4,2,4,5,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00478","30-44","Male","Some college","West",81,"Correct",4,4,4,2,2,3,3,4,1,2,FALSE,TRUE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00479","65+","Male","Bachelor's","South",301,"Correct",3,1,3,5,4,3,4,3,3,3,TRUE,FALSE,0,FALSE,4,FALSE,FALSE,1,FALSE
"R00480","45-64","Female","Bachelor's","Northeast",146,"Correct",5,4,3,2,2,4,5,4,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00481","18-29","Male","Bachelor's","South",314,"Correct",4,2,1,3,2,2,3,4,5,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00482","18-29","Female","Some college","Northeast",187,"Correct",4,3,4,1,3,4,5,4,3,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
"R00483","18-29","Female","Some college","Midwest",334,"Correct",3,2,4,3,4,3,NA,4,3,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE
"R00484","18-29","Male","Graduate","South",463,"Correct",2,3,4,5,3,5,3,3,1,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00485","45-64","Female","Bachelor's","West",840,"Correct",2,4,1,4,4,3,4,5,5,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00486","45-64","Female","High school or less","Northeast",479,"Correct",3,4,5,3,2,4,5,1,5,3,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00487","45-64","Female","Bachelor's","Midwest",532,"Correct",5,5,5,5,5,5,5,5,5,5,FALSE,FALSE,0,FALSE,1,TRUE,FALSE,1,FALSE
"R00488","18-29","Male","Graduate","Midwest",798,"Correct",1,5,3,4,2,4,4,2,1,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00489","18-29","Male","Some college","South",292,"Correct",3,1,3,2,3,4,5,5,4,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE
"R00490","45-64","Female","High school or less","South",780,"Correct",3,5,4,2,2,2,4,4,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE
